idade,estado,escolaridade,renda_mensal,tempo_emprego_anos,score_credito,valor_solicitado,prazo_meses,finalidade,dividas_ativas,inadimplente
62, SC  ,Ensino Superior,2482.41,14,493,5513.52,36,Saúde,4,0
29,TO,Ensino Fundamental,8530.7,2,670,2803.83,24,Outros,0,0
68,DF,Ensino Fundamental,2395.11,22,646,17306.05,36,Outros,5,1
34,PI,Pós-graduação,4598.55,23,627,14810.73,6,Outros,0,0
19,RR,Ensino Superior,2501.75,15,526,6033.13,60,Saúde,0,1
61,RR,Pós-graduação,2825.12,15,582,4767.05,24,Reforma,2,0
19,CE,Pós-graduação,2980.36,2,655,20419.12,48,Saúde,1,1
71,  SE ,Ensino Superior,1444.4,19,777,7566.43,48,Saúde,3,0
18,SE,Ensino Superior,8608.07,12,572,33019.93,36,Outros,1,0
72,ES,Ensino Superior,1549.52,8,828,11928.68,36,Viagem,4,0
20,RS,Ensino Superior,5996.93,11,661,9233.65,6,Veículo,1,0
62,PE,Ensino Superior,2944.85,11,791,14052.44,48,Saúde,0,0
61,MA,Ensino Médio,9095.07,18,670,16702.23,24,Veículo,3,0
23,SC,Ensino Médio,8406.02,8,661,10163.94,36,Reforma,5,1
21,RO,Ensino Superior,4691.08,9,739,23782.89,18,Saúde,0,0
44,AC,Ensino Superior,4357.95,14,719,23086.19,60,Saúde,1,0
47,RN,Ensino Médio,8248.33,24,629,11066.63,36,Veículo,6,0
31,SC,Ensino Superior,900.0,6,718,14795.05,60,Educação,2,0
47,AL,Ensino Fundamental,6948.68,24,609,13288.25,18,Outros,1,1
67,AM,Ensino Médio,2726.15,20,631,7322.2,60,Veículo,2,0
70,PI,Ensino Superior,5025.24,6,631,35322.3,36,Veículo,1,0
60,PE,Ensino Médio,900.0,17,617,7710.57,36,Reforma,3,1
18,RN,Ensino Médio,3406.15,15,685,8603.78,36,Viagem,0,0
53,RR,Ensino Superior,7929.98,23,581,20391.31,24,Reforma,7,1
20,ES,Ensino Fundamental,5226.5,15,624,11437.92,24,Outros,1,0
64,MS,Ensino Fundamental,1743.99,16,752,4511.93,36,Outros,5,0
21,GO,Ensino Superior,4302.54,5,560,4685.49,36,Saúde,2,1
34,RR,Pós-graduação,26418.83,15,609,11690.95,36,Outros,0,0
45,GO,Ensino Superior,2354.64,7,744,15808.59,36,Saúde,5,0
21,AL,Ensino Fundamental,3857.15,11,798,25176.0,18,Outros,1,0
31,CE,Ensino Médio,3106.05,2,789,19400.24,12,Educação,1,0
58,TO,Ensino Médio,3268.48,14,685,25192.73,60,Outros,2,0
45,RJ,Ensino Superior,2797.8,46,690,7981.42,48,Outros,1,0
55,SC,Ensino Médio,3946.91,11,551,25177.97,60,Veículo,2,0
26, MS ,Ensino Superior,3742.14,4,820,4608.66,36,Reforma,1,0
75,PR,Ensino Médio,3396.66,13,720,9355.86,60,Reforma,3,0
36,SP,Ensino Superior,5194.18,16,666,21135.79,12,Outros,5,0
38,PE,Ensino Superior,8442.38,6,696,9718.49,48,Reforma,1,0
67,ES,Ensino Superior,3972.87,14,568,19593.99,36,Saúde,0,0
36,MS,Ensino Superior,5344.14,23,694,13978.05,60,Outros,0,0
28,RO,Ensino Superior,2106.77,2,722,8466.24,18,Reforma,1,0
29,AP,Ensino Superior,3352.08,13,469,4065.03,24,Viagem,3,0
48,RJ,Ensino Fundamental,6888.65,5,557,13540.49,24,Viagem,1,0
35,SC,Ensino Fundamental,4308.63,18,686,11115.48,48,Educação,1,1
340,SC,Ensino Médio,12069.75,8,683,11191.93,48,Reforma,4,0
44,RR,Ensino Superior,7209.91,17,507,19637.86,12,Veículo,1,0
50,BA,Ensino Médio,3169.76,24,484,9441.38,18,Educação,0,1
20,SC,Ensino Médio,1842.69,7,654,19164.14,12,Educação,3,1
46,AM,Ensino Superior,5568.48,12,525,26647.46,60,Veículo,1,0
70,MG,Ensino Fundamental,2055.14,23,754,9516.77,36,Reforma,1,0
29,TO,Ensino Superior,4782.36,3,416,11646.76,24,Outros,1,0
59,GO,Ensino Médio,2490.46,4,689,5058.16,6,Educação,3,1
49,SE,Ensino Superior,1244.65,15,617,4137.87,60,Outros,0,0
26,BA,Ensino Médio,5571.39,23,771,8406.79,36,Reforma,4,0
210,PI,Ensino Médio,6681.66,6,545,29953.25,24,Veículo,0,1
66,PI,Ensino Superior,4792.11,2,723,11853.61,24,Reforma,2,1
71,RJ,Ensino Superior,5033.95,4,719,27668.89,36,Outros,1,0
69,RO,Ensino Superior,2460.66,7,581,9284.22,36,Outros,2,0
63,CE,Pós-graduação,8234.15,8,548,10133.51,18,Veículo,4,0
33,SC,Pós-graduação,4439.6,11,545,12563.79,24,Reforma,3,1
71,ES,Ensino Superior,2965.07,23,765,11676.35,60,Reforma,1,0
53,ES,Ensino Médio,4582.19,6,486,8244.55,36,Educação,0,0
44,RR,Ensino Superior,2774.09,22,640,50000.0,48,Veículo,0,1
24,RS,Ensino Superior,9716.58,5,701,5741.25,24,Reforma,0,0
43,AM,Ensino Superior,4914.53,21,629,25811.67,60,Reforma,4,0
30,SC,Ensino Médio,2978.42,17,659,17652.18,24,Outros,0,0
61,PE,Ensino Médio,3915.43,20,700,8477.89,36,Outros,3,0
50,PB,Ensino Médio,4377.86,17,694,40299.08,24,Reforma,0,0
23,SC,Ensino Superior,7383.48,20,650,44905.28,18,Reforma,1,0
53,AL,Pós-graduação,2793.95,4,753,5319.88,24,Outros,1,0
26,SC,Pós-graduação,3898.48,7,654,16441.5,48,Saúde,0,0
42,SC,Pós-graduação,3772.36,1,579,13028.16,36,Veículo,0,0
21,MS,Ensino Superior,8350.25,14,651,12194.45,36,Outros,1,0
36,ES,Ensino Médio,2567.91,10,550,10640.5,12,Reforma,0,1
18,BA,Pós-graduação,5835.25,2,485,6422.42,36,Veículo,0,0
29,GO,Ensino Superior,2745.48,15,558,8115.63,48,Reforma,0,0
64,MT,Ensino Superior,4633.61,2,628,12588.01,24,Educação,0,0
60,BA,Pós-graduação,9976.09,22,850,21598.0,60,Veículo,1,0
64,PA,Ensino Superior,4760.99,24,655,14509.53,36,Veículo,3,0
40,SP,Ensino Médio,12059.58,3,654,14599.93,24,Reforma,5,0
47,MA,Ensino Superior,4797.97,21,793,7456.51,18,Saúde,2,0
50,MS,Ensino Superior,6235.38,10,674,11653.8,36,Reforma,2,0
51,AL,Ensino Médio,4368.96,11,711,8940.54,48,Outros,2,0
26,RO,Ensino Médio,7453.5,13,643,6863.89,60,Reforma,2,1
56,BA,Ensino Médio,2109.55,57,598,19541.27,36,Reforma,1,1
66,ES,Ensino Médio,11230.99,24,723,16122.07,18,Veículo,5,0
71,MS,Ensino Médio,5332.69,8,566,26453.47,60,Viagem,0,1
68,PB,Ensino Superior,2815.53,25,750,6446.43,24,Outros,5,0
43,RR,Ensino Médio,10900.97,19,624,16410.86,36,Viagem,4,0
71,ES,Ensino Médio,19116.91,16,605,12137.75,48,Veículo,0,0
24,RJ,Ensino Médio,7362.51,20,697,4345.02,36,Reforma,1,0
62,MS,Ensino Médio,2496.39,16,743,11428.55,36,Reforma,2,1
20,PB,Ensino Superior,3492.35,7,797,6101.99,36,Educação,1,0
40,RJ,Ensino Superior,5790.7,13,823,23752.84,24,Reforma,0,0
41,RR,Ensino Médio,3545.99,17,476,8010.6,12,Reforma,1,0
42,BA,Ensino Superior,2456.04,15,705,14400.22,24,Veículo,0,0
56,PI,Pós-graduação,1514.66,24,670,17329.67,12,Outros,2,1
63, PB  ,Ensino Médio,5732.79,3,606,22606.19,24,Veículo,0,0
61,SC,Pós-graduação,2944.34,8,568,11036.71,36,Veículo,2,1
69,PB,Ensino Superior,4582.73,15,533,8563.96,24,Educação,0,1
71,ES,Ensino Superior,3732.25,4,732,14497.09,12,Reforma,1,0
66,RO,Ensino Superior,2921.13,4,599,5876.92,48,Veículo,1,0
55,RO,Ensino Médio,2318.59,8,565,8846.76,24,Educação,3,1
41,PI,Ensino Médio,2184.42,7,709,27119.86,24,Saúde,0,1
59,SC,Ensino Superior,2246.36,8,495,5348.02,36,Reforma,0,0
33,RJ,Ensino Médio,2852.21,17,563,6584.21,12,Reforma,1,0
47,MT,Ensino Médio,10165.01,12,691,13787.56,48,Outros,3,0
40,SP,Ensino Superior,7059.61,9,746,7649.0,36,Reforma,0,0
25,MT,Ensino Superior,8898.53,21,647,8193.27,12,Educação,4,0
49,PI,Ensino Superior,4959.81,12,716,13059.4,24,Veículo,0,0
42,GO,Ensino Superior,4580.94,4,612,35249.4,36,Viagem,4,1
22,RR,Ensino Superior,12808.98,1,515,7726.36,36,Veículo,3,0
20,TO,Ensino Médio,9307.79,4,619,7829.14,48,Outros,2,1
74,PE,Ensino Fundamental,2410.5,1,637,12872.41,36,Veículo,3,0
53,RJ,Ensino Médio,2863.08,3,701,9673.76,48,Veículo,2,0
61,BA,Ensino Médio,2712.93,21,697,3904.69,12,Reforma,5,0
49,MG,Pós-graduação,3762.27,2,617,21357.67,18,Veículo,1,0
39,DF,Ensino Fundamental,3687.6,3,636,7666.91,12,Veículo,0,1
65,MT,Ensino Médio,4665.66,24,556,4226.61,48,Outros,1,0
55,SE,Ensino Médio,5448.5,7,702,12493.11,24,Reforma,4,1
41,PE,Ensino Superior,7004.45,15,765,9086.24,6,Outros,2,0
23,SC,Ensino Médio,5657.97,3,718,6468.51,36,Reforma,1,0
38,MA,Ensino Médio,5654.32,1,757,17200.73,60,Veículo,1,0
50,PI,Ensino Médio,900.0,4,723,8439.06,12,Educação,0,0
72,PB,Ensino Superior,6354.66,14,688,13962.0,6,Veículo,6,1
27,AP,Ensino Superior,5173.12,13,671,6711.27,48,Veículo,4,0
65,MG,Ensino Médio,6170.57,22,536,17874.09,12,Educação,4,1
23,PA,Ensino Médio,6121.18,12,670,13496.75,24,Saúde,3,0
63,PR,Ensino Médio,7124.47,13,716,12658.38,48,Outros,4,0
62,CE,Ensino Médio,8204.58,18,776,23916.1,36,Educação,4,1
67,DF,Ensino Superior,3316.22,16,638,15784.04,36,Outros,3,0
24,MG,Ensino Superior,7260.58,1,612,11831.09,18,Saúde,2,1
64,RS,Ensino Médio,5222.24,8,661,14783.82,36,Educação,3,1
46,AC,Ensino Fundamental,9617.66,19,769,6763.22,48,Veículo,0,0
54,GO,Ensino Médio,6221.65,15,537,10036.03,60,Saúde,0,1
39,CE,Ensino Médio,3942.39,3,577,15467.11,6,Veículo,4,1
60,SE,Ensino Médio,2736.88,2,612,16191.24,18,Saúde,3,1
29,RN,Ensino Superior,7254.12,20,751,25879.57,24,Veículo,0,0
19,RJ,Ensino Fundamental,2333.57,17,733,41419.44,12,Educação,5,1
34,TO,Ensino Fundamental,6499.55,21,578,6932.94,36,Educação,4,1
29,PI,Ensino Superior,2613.18,13,673,14816.11,60,Veículo,5,1
25,AC,Ensino Superior,14716.16,24,687,15290.14,12,Reforma,0,0
31,MA,Ensino Superior,3355.19,10,596,19582.26,24,Saúde,5,1
55,GO,Ensino Médio,5088.9,21,568,18904.7,36,Reforma,4,0
34,PA,Ensino Fundamental,8227.35,7,675,11073.47,18,Educação,0,0
19,GO,Ensino Médio,6635.35,4,578,12203.93,36,Viagem,1,0
47,PI,Ensino Superior,14281.32,17,622,6631.44,48,Viagem,3,1
59,MG,Ensino Médio,3039.83,24,616,19658.23,24,Veículo,2,1
45,SE,Ensino Superior,4565.77,14,565,7402.81,12,Reforma,0,1
66,CE,Ensino Superior,3816.06,23,769,5129.31,48,Outros,2,0
43,AC,Ensino Médio,4145.87,4,742,6986.86,6,Reforma,5,0
48,MA,Ensino Superior,6399.84,15,604,6894.35,48,Reforma,2,0
23,AM,Ensino Médio,3370.93,11,596,10034.21,18,Viagem,5,1
61,RS,Ensino Superior,4130.23,1,506,11182.22,12,Educação,6,1
24,RS,Ensino Médio,2110.25,22,646,9647.11,36,Saúde,1,0
39,GO,Ensino Médio,4343.89,20,620,16291.31,24,Veículo,4,0
75,GO,Pós-graduação,4043.02,16,620,10007.41,36,Reforma,0,0
44,RO,Pós-graduação,3416.68,5,669,18970.39,60,Reforma,0,0
41,RJ,Ensino Médio,1945.05,14,531,17726.44,60,Reforma,5,1
72,MG,Ensino Superior,7175.9,17,723,9255.64,36,Saúde,3,0
45,SP,Ensino Médio,4362.1,7,732,20253.28,36,Educação,1,0
21,ES,Ensino Médio,7220.25,2,619,9615.53,48,Veículo,0,0
56,PA,Ensino Médio,5127.75,10,711,35437.11,48,Reforma,0,0
43,RO,Ensino Médio,23548.78,13,519,10226.93,12,Reforma,0,0
57,RJ,Ensino Superior,1987.21,3,697,10452.64,12,Outros,3,0
62,RR,Pós-graduação,2166.77,13,626,11065.58,12,Veículo,1,1
27,PI,Ensino Superior,3288.29,22,592,19199.31,24,Reforma,2,0
43,PB,Ensino Médio,2102.0,10,607,12563.69,36,Saúde,4,0
75,GO,Ensino Superior,5974.17,19,618,10148.16,12,Outros,5,0
53,DF,Ensino Médio,4266.19,2,596,38303.33,18,Saúde,0,1
49,MS,Ensino Médio,6117.46,8,775,6288.96,18,Educação,1,0
31,RO,Ensino Superior,18583.38,23,765,9614.7,36,Veículo,0,0
47,PI,Ensino Médio,9604.49,15,719,7925.05,60,Viagem,1,1
52,DF,Ensino Superior,9730.73,23,588,7586.38,6,Viagem,4,1
22,ES,Ensino Superior,6893.04,20,609,18677.12,48,Educação,0,0
56,SP,Ensino Médio,7006.76,3,763,10668.46,24,Veículo,2,0
58,SC,Ensino Superior,4479.18,23,543,7043.51,18,Saúde,2,1
24,PA,Ensino Superior,3314.74,17,676,12948.84,24,Reforma,0,0
24,PI,Ensino Superior,4801.96,9,620,9603.66,48,Outros,0,1
50,ES,Pós-graduação,5713.06,5,616,19531.24,12,Educação,0,0
62,PI,Pós-graduação,9130.63,5,575,21351.15,24,Outros,1,0
41, ES ,Ensino Superior,8913.56,24,546,13855.31,6,Educação,0,1
50,SC,Ensino Médio,44814.19,24,617,15513.7,12,Reforma,3,0
74,BA,Ensino Superior,2784.89,8,682,33215.09,36,Reforma,3,1
62,MG,Pós-graduação,2389.65,4,611,19782.91,48,Veículo,0,0
25,AM,Ensino Superior,1413.1,8,679,19749.61,24,Saúde,3,1
50,RN,Ensino Fundamental,5052.84,9,682,10130.73,6,Educação,2,1
70,MA,Ensino Médio,3392.03,8,744,19237.32,48,Veículo,3,0
43,RJ,Ensino Superior,8669.87,18,711,14267.32,18,Outros,0,0
26,RR,Ensino Superior,1751.23,3,770,20439.48,24,Reforma,7,0
53,AL,Ensino Superior,3862.46,11,513,7622.69,18,Reforma,0,1
64,AM,Pós-graduação,2278.4,5,691,11351.7,48,Veículo,1,0
24,GO,Ensino Fundamental,12505.65,9,753,5583.76,36,Outros,2,1
64,PI,Pós-graduação,5369.65,12,685,3739.36,12,Veículo,2,0
34,GO,Ensino Médio,5226.17,24,820,14978.52,12,Veículo,0,0
39,PI,Ensino Superior,1037.79,20,501,10667.86,48,Reforma,0,0
42,RN,Ensino Superior,3617.63,7,802,12532.13,36,Outros,0,0
43,ES,Ensino Médio,5994.48,13,707,3990.17,48,Reforma,2,1
31,MA,Ensino Superior,2569.91,25,642,12546.94,12,Veículo,2,1
35,MT,Ensino Fundamental,8671.76,2,669,38065.12,18,Educação,0,0
34,MS,Ensino Médio,4570.5,6,613,17441.1,18,Veículo,2,1
51,GO,Ensino Superior,1777.44,21,552,10102.2,18,Reforma,5,1
23,MG,Ensino Médio,1385.53,6,629,3742.29,24,Veículo,3,0
40,MG,Ensino Superior,2693.82,19,622,11444.12,12,Reforma,0,0
54,RN,Pós-graduação,7598.13,14,754,21717.27,18,Reforma,5,0
73,AM,Ensino Médio,2566.74,4,608,12048.78,36,Outros,0,0
65,MT,Ensino Médio,8075.12,4,669,6558.73,24,Viagem,4,0
44,BA,Ensino Médio,3565.02,12,584,13985.77,24,Outros,3,0
65,MG,Ensino Médio,6388.33,23,700,2817.4,24,Educação,3,0
41,GO,Pós-graduação,1790.08,8,564,5882.62,48,Outros,3,1
51,PA,Ensino Médio,6123.53,2,678,3762.99,36,Outros,7,1
33, MG ,Pós-graduação,5809.91,25,637,6526.98,24,Viagem,5,0
55,AP,Ensino Médio,2293.5,1,615,18525.62,12,Outros,5,1
71,DF,Ensino Médio,4672.32,19,609,25733.83,60,Outros,4,1
22,ES,Ensino Superior,2910.34,5,695,11675.89,18,Reforma,1,1
42,SP,Ensino Superior,4393.56,13,609,13699.7,60,Educação,0,0
57,RR,Ensino Médio,3864.17,6,668,14822.92,24,Educação,2,0
30,AC,Pós-graduação,1684.99,21,708,13863.88,12,Outros,4,0
66,DF,Ensino Médio,4224.3,23,698,25218.59,6,Viagem,1,1
63,BA,Ensino Médio,5511.61,13,764,16175.1,6,Veículo,0,1
29,GO,Ensino Médio,2644.01,23,697,13325.7,36,Reforma,0,0
68,MS,Ensino Médio,11597.77,7,793,18413.65,18,Reforma,2,0
64,TO,Ensino Superior,2003.48,11,586,10526.39,12,Veículo,5,1
73,RS,Ensino Superior,7637.55,15,609,9995.15,36,Veículo,4,0
45,ES,Ensino Superior,1890.77,8,727,7371.37,24,Outros,4,0
47,PA,Ensino Fundamental,15258.5,21,583,20473.13,18,Outros,3,1
64,AP,Ensino Superior,2334.4,1,466,7937.7,48,Outros,1,1
29,TO,Ensino Médio,3195.72,18,618,16260.76,36,Outros,0,0
24,PB,Ensino Fundamental,2053.0,21,625,14056.61,36,Viagem,3,0
67,DF,Ensino Superior,4706.04,11,710,6995.1,24,Veículo,3,0
43,DF,Ensino Fundamental,6130.63,24,478,17353.71,36,Educação,5,1
72,PI,Ensino Fundamental,12296.63,8,625,7348.18,6,Reforma,4,0
74,PA,Ensino Médio,3776.95,25,655,33438.32,12,Reforma,2,1
40,GO,Ensino Médio,5192.28,7,826,14970.46,48,Outros,1,0
45,CE,Ensino Superior,1245.43,14,622,13711.6,24,Veículo,1,1
39,RJ,Pós-graduação,900.0,15,776,8148.26,18,Veículo,3,0
61,ES,Ensino Superior,15265.55,10,587,13322.39,36,Saúde,5,0
67,TO,Ensino Médio,918.92,20,648,37273.47,24,Veículo,0,1
57,RJ,Ensino Fundamental,3860.11,12,546,45792.51,60,Veículo,1,1
65,ES,Pós-graduação,900.0,10,735,12296.44,48,Outros,1,0
53,MG,Ensino Fundamental,2429.37,9,624,11177.72,36,Outros,2,0
56,AC,Pós-graduação,5310.58,24,632,6471.33,24,Educação,2,0
40,MT,Ensino Superior,6475.52,14,703,7468.13,24,Veículo,0,0
75,ES,Ensino Superior,2237.99,18,630,15979.92,6,Saúde,0,1
60,MG,Ensino Médio,7039.49,19,560,17775.02,18,Veículo,6,0
54,SE,Ensino Médio,12807.12,4,489,11910.24,48,Veículo,2,1
74,CE,Ensino Médio,8771.91,7,572,7445.48,18,Saúde,0,0
32,GO,Ensino Médio,3330.14,17,713,11135.14,24,Educação,0,0
54,RN,Ensino Médio,8477.0,17,736,13727.59,6,Educação,6,0
26,SE,Ensino Médio,7913.21,24,477,4927.31,48,Outros,3,1
22,RN,Ensino Superior,4612.99,1,732,30669.8,48,Reforma,6,0
51,RR,Pós-graduação,1468.64,18,599,14508.73,24,Viagem,2,1
20,DF,Ensino Superior,4497.12,3,670,8352.7,24,Veículo,3,1
32,RS,Ensino Fundamental,4752.17,25,711,10442.33,36,Educação,4,0
47, GO ,Ensino Fundamental,7530.01,19,682,22784.72,18,Saúde,0,1
74,PE,Ensino Fundamental,5710.76,19,688,34588.72,12,Educação,0,0
71,PA,Ensino Superior,3250.54,16,693,14863.95,48,Outros,0,0
63,SP,Pós-graduação,3516.2,8,558,13862.19,24,Saúde,1,1
64,PI,Ensino Médio,1676.08,24,584,8053.11,60,Outros,3,0
40,RR,Pós-graduação,2458.3,15,724,20843.03,48,Educação,2,0
56,MA,Ensino Superior,3803.71,10,701,21545.56,60,Veículo,1,0
61,RN,Ensino Fundamental,3605.94,8,662,34978.49,24,Reforma,4,1
52,MG,Ensino Médio,10332.29,2,726,9349.74,12,Saúde,1,0
39,AM,Ensino Superior,2144.86,12,777,10565.84,12,Outros,0,0
57,MT,Ensino Superior,9401.83,3,687,13296.18,24,Saúde,0,0
20,PE,Pós-graduação,3161.02,16,548,11258.69,12,Outros,1,0
53,AL,Ensino Médio,6599.06,17,549,8792.43,6,Viagem,7,1
67,SC,Ensino Superior,5766.96,4,759,16196.14,48,Veículo,1,0
50,TO,Ensino Médio,18030.7,16,633,4381.9,24,Educação,0,0
33,PE,Ensino Médio,12913.3,19,601,5528.42,18,Saúde,5,0
29,SP,Ensino Médio,7210.87,12,571,7595.64,24,Veículo,0,0
55,SE,Ensino Médio,6667.45,7,517,11042.74,24,Veículo,1,0
22,MA,Ensino Médio,11363.69,4,601,11544.4,24,Veículo,1,0
66,PI,Ensino Médio,2108.5,16,742,19707.09,18,Outros,5,0
24,MA,Ensino Superior,5494.5,14,554,9366.66,36,Reforma,0,0
62,RR,Ensino Superior,6036.07,1,647,5577.65,6,Outros,1,0
25,RR,Ensino Fundamental,22629.97,8,630,14680.37,36,Veículo,2,0
48,PA,Ensino Superior,7571.96,4,648,29330.72,12,Reforma,0,1
31,PB,Ensino Superior,1480.57,10,726,7865.02,36,Educação,1,0
20,GO,Ensino Médio,1570.74,7,629,18068.23,12,Saúde,4,1
35,SE,Ensino Superior,4355.61,9,651,23050.48,48,Outros,4,1
54,MT,Ensino Médio,11775.7,25,482,7199.76,48,Veículo,0,0
18,  PB ,Ensino Superior,6326.1,5,514,15034.81,60,Educação,3,1
30,RS,Ensino Médio,8302.7,10,708,14687.23,36,Outros,0,0
45,MG,Ensino Superior,4508.65,10,577,20453.6,36,Outros,0,0
35,ES,Ensino Fundamental,3112.48,23,590,15297.73,48,Veículo,2,1
62,ES,Ensino Superior,6209.73,3,563,18348.02,60,Educação,3,1
21,DF,Ensino Médio,5267.13,1,600,14975.82,36,Veículo,1,0
25,PR,Ensino Médio,2730.48,10,816,6136.6,36,Viagem,7,1
32,ES,Ensino Superior,5051.17,22,557,14637.46,6,Veículo,1,0
26,RJ,Ensino Superior,4017.13,4,658,6772.97,60,Reforma,2,0
30,AL,Ensino Superior,4317.82,20,769,36901.08,48,Reforma,3,0
25,TO,Ensino Superior,2469.86,16,546,11342.48,60,Veículo,0,0
31,SP,Ensino Superior,2317.91,2,558,16264.55,24,Veículo,3,0
70,AL,Ensino Superior,13311.52,7,673,11668.51,36,Reforma,3,0
27,PR,Ensino Médio,18122.2,10,782,14989.0,24,Educação,2,0
19,RR,Ensino Médio,3373.46,7,570,10758.19,60,Educação,6,1
53,PA,Ensino Médio,17348.95,12,739,19113.12,36,Outros,0,0
44,BA,Ensino Médio,1477.58,11,681,3103.58,36,Viagem,2,0
27,MA,Ensino Médio,2787.69,15,555,15011.57,24,Viagem,7,1
18,MA,Pós-graduação,16212.69,1,734,10638.97,12,Reforma,0,1
67,SC,Ensino Médio,3268.42,23,621,24745.98,18,Reforma,3,1
43,RO,Ensino Superior,17380.54,11,540,39051.71,12,Outros,2,1
74,AC,Ensino Médio,4346.21,14,795,50000.0,36,Outros,2,0
50,MA,Ensino Médio,5707.76,6,831,8081.58,24,Saúde,4,0
42,DF,Ensino Superior,6710.14,7,698,7489.48,36,Reforma,1,0
19,SP,Ensino Médio,1192.18,1,631,6517.94,12,Veículo,5,1
59,PB,Ensino Médio,4410.4,18,726,7883.1,12,Educação,4,0
56,RR,Pós-graduação,8916.42,9,733,13085.2,24,Reforma,1,0
21,RN,Ensino Superior,9154.62,12,731,13473.41,36,Veículo,1,0
41,MA,Ensino Fundamental,7213.35,20,634,14874.9,48,Educação,4,0
47,AL,Ensino Médio,9424.34,20,443,3475.46,12,Reforma,0,0
34,AC,Ensino Médio,2877.76,17,728,13349.6,60,Saúde,7,0
25,AC,Pós-graduação,2419.45,17,765,23279.18,60,Outros,1,0
70,  PA ,Ensino Superior,8020.07,20,785,7666.66,24,Reforma,0,0
19,PI,Ensino Superior,2302.53,3,730,16111.63,12,Educação,2,1
72,ES,Ensino Médio,5926.97,21,532,2339.02,36,Reforma,0,1
74,MT,Ensino Superior,3582.28,21,714,22604.16,18,Educação,5,1
49,PB,Ensino Superior,2931.0,8,561,8511.77,36,Veículo,2,1
71,MT,Ensino Fundamental,4805.95,13,577,12401.88,12,Veículo,1,0
62,MS,Ensino Médio,2090.89,24,704,12629.73,48,Reforma,3,0
71,SE,Ensino Médio,2516.87,6,683,25107.02,24,Veículo,0,0
52,PA,Ensino Médio,4590.55,2,731,22047.79,12,Outros,1,0
43,PA,Ensino Superior,4697.72,7,720,8204.43,12,Reforma,6,1
62,BA,Ensino Superior,3075.14,14,779,33375.96,18,Saúde,3,0
31,RS,Ensino Superior,8160.98,14,748,2760.06,36,Saúde,0,0
37,MA,Ensino Superior,1758.56,17,665,24379.84,18,Reforma,4,1
43,PE,Ensino Médio,1092.99,22,720,14631.56,36,Educação,5,0
50, AM ,Ensino Superior,2445.51,25,699,42073.59,24,Reforma,2,0
31,PR,Ensino Superior,2703.03,20,626,2450.61,36,Veículo,5,1
43,RN,Ensino Médio,1069.53,24,726,26362.3,36,Outros,2,1
59,AP,Ensino Superior,3928.72,18,731,26247.17,18,Veículo,4,0
25,MG,Ensino Fundamental,4108.06,18,604,38271.06,24,Outros,0,0
52,MS,Ensino Superior,1069.13,15,666,16728.68,36,Reforma,1,0
23,RS,Pós-graduação,5111.66,6,704,28277.59,24,Saúde,1,1
20,BA,Ensino Superior,1196.12,2,609,10159.56,24,Outros,2,1
41,RJ,Ensino Médio,2460.2,13,710,24291.15,24,Saúde,2,0
42,AP,Ensino Fundamental,1352.35,24,421,11654.92,36,Veículo,6,1
44, TO ,Ensino Médio,6931.39,11,572,13461.62,24,Reforma,1,0
67,CE,Ensino Superior,9460.31,6,711,20523.68,36,Reforma,4,0
58,MT,Ensino Médio,1582.79,24,561,9241.11,12,Outros,0,1
71,BA,Pós-graduação,28091.1,25,619,22884.2,36,Saúde,3,0
63,RO,Ensino Fundamental,2411.41,16,820,20008.77,18,Outros,3,0
69,MS,Ensino Médio,5303.35,21,606,17781.68,48,Educação,4,1
58,PB,Pós-graduação,14818.7,22,613,5496.79,24,Reforma,0,0
24,PB,Pós-graduação,3600.3,1,848,33358.97,18,Educação,3,0
52,PB,Ensino Médio,2715.39,5,694,17820.6,36,Outros,4,1
29,PB,Ensino Médio,4314.76,22,630,26889.59,12,Reforma,3,0
73,RS,Ensino Médio,1825.87,21,696,9006.56,60,Outros,2,0
71,MS,Ensino Superior,2748.01,7,736,7704.86,36,Educação,0,0
23,AP,Ensino Superior,3621.25,22,768,10021.98,60,Outros,4,0
30,SE,Ensino Superior,4374.23,10,669,18694.83,24,Educação,5,0
34,MS,Ensino Médio,8472.32,14,663,6773.34,36,Viagem,2,1
47,PE,Ensino Fundamental,9046.95,19,631,13710.69,18,Reforma,0,0
48,RO,Ensino Médio,4486.88,25,735,9665.35,60,Veículo,1,0
22,MG,Ensino Médio,1881.09,4,680,9930.71,18,Veículo,0,0
41,PE,Ensino Médio,1073.63,13,670,9771.71,6,Viagem,6,1
29,BA,Ensino Superior,2266.51,2,747,8401.61,24,Viagem,0,0
43,PE,Ensino Superior,2005.12,24,658,8521.54,48,Veículo,0,0
54,RN,Ensino Superior,4352.33,22,598,16545.83,24,Educação,3,1
67,GO,Ensino Superior,2522.98,24,781,11644.05,24,Outros,1,0
75,AC,Ensino Médio,7145.81,19,812,8980.56,12,Viagem,0,0
20,AP,Ensino Médio,4227.31,11,752,24757.69,36,Veículo,3,0
58,PE,Ensino Médio,1714.28,13,624,19005.44,24,Educação,6,0
49,DF,Ensino Fundamental,1345.63,9,652,11735.49,24,Veículo,0,1
63,RR,Ensino Médio,7913.99,5,744,25247.25,48,Reforma,7,0
49,PE,Ensino Médio,7193.27,7,710,5867.6,18,Reforma,0,0
